응답자 ID,train 선호,train 비선호,valid 선호,valid 비선호
13142,T_21987_70_hippie_M.jpg,"T_00486_50_ivy_M.jpg, T_00496_50_ivy_M.jpg, T_19165_70_hippie_M.jpg, T_21986_70_hippie_M.jpg",T_17207_19_normcore_M.jpg,"T_21986_70_hippie_M.jpg, T_21988_70_hippie_M.jpg, W_12342_80_bold_M.jpg, W_12518_90_hiphop_M.jpg"
22416,"T_00496_50_ivy_M.jpg, T_00539_50_ivy_M.jpg","T_00486_50_ivy_M.jpg, W_24874_80_bold_M.jpg, W_32257_90_hiphop_M.jpg",,W_32257_90_hiphop_M.jpg
29876,T_00486_50_ivy_M.jpg,"W_02897_90_hiphop_M.jpg, W_02983_90_hiphop_M.jpg",,W_02879_90_hiphop_M.jpg
31408,T_00486_50_ivy_M.jpg,W_02834_60_mods_M.jpg,,W_10104_60_mods_M.jpg
66493,"T_00486_50_ivy_M.jpg, W_09758_60_mods_M.jpg, W_15465_70_hippie_M.jpg",W_24914_70_hippie_M.jpg,,
62775,"T_00489_19_normcore_M.jpg, T_01106_19_normcore_M.jpg","T_01549_90_hiphop_M.jpg, W_12467_70_hippie_M.jpg, W_19586_70_hippie_M.jpg",,
33526,,"T_00490_00_metrosexual_M.jpg, T_01116_00_metrosexual_M.jpg",,
59900,"T_00490_00_metrosexual_M.jpg, T_06787_10_sportivecasual_M.jpg, T_16075_60_mods_M.jpg","T_01474_50_ivy_M.jpg, W_15453_70_hippie_M.jpg",,
23397,"T_00492_10_sportivecasual_M.jpg, T_00517_60_mods_M.jpg, T_02953_19_normcore_M.jpg, W_09770_60_mods_M.jpg",W_32595_60_mods_M.jpg,,
68731,"T_00528_10_sportivecasual_M.jpg, T_00543_10_sportivecasual_M.jpg, T_00551_10_sportivecasual_M.jpg, T_00555_10_sportivecasual_M.jpg","T_00492_10_sportivecasual_M.jpg, T_00500_10_sportivecasual_M.jpg, T_00507_10_sportivecasual_M.jpg, T_00514_10_sportivecasual_M.jpg",,
66573,"T_00496_50_ivy_M.jpg, T_04010_80_bold_M.jpg, T_04681_80_bold_M.jpg, W_10056_60_mods_M.jpg","T_04814_00_metrosexual_M.jpg, W_15692_60_mods_M.jpg, W_16007_70_hippie_M.jpg",,W_15497_70_hippie_M.jpg
67410,"T_00496_50_ivy_M.jpg, T_00539_50_ivy_M.jpg, T_01219_10_sportivecasual_M.jpg, T_03472_00_metrosexual_M.jpg, T_03959_90_hiphop_M.jpg, T_15244_00_metrosexual_M.jpg",W_24838_70_hippie_M.jpg,,W_24838_70_hippie_M.jpg
67710,"T_00496_50_ivy_M.jpg, T_01105_50_ivy_M.jpg, T_16380_10_sportivecasual_M.jpg, T_16401_10_sportivecasual_M.jpg, W_04309_90_hiphop_M.jpg","W_03004_90_hiphop_M.jpg, W_04310_90_hiphop_M.jpg",,
30561,,"T_00500_10_sportivecasual_M.jpg, T_03772_90_hiphop_M.jpg, W_24746_60_mods_M.jpg",,
48721,"T_00505_60_mods_M.jpg, T_17413_19_normcore_M.jpg, T_17414_19_normcore_M.jpg","T_19515_70_hippie_M.jpg, W_12285_80_bold_M.jpg, W_12443_90_hiphop_M.jpg, W_16676_90_hiphop_M.jpg, W_52583_50_ivy_M.jpg, W_52586_50_ivy_M.jpg",,W_52578_50_ivy_M.jpg
62590,T_00505_60_mods_M.jpg,,,
67237,,"T_00507_10_sportivecasual_M.jpg, T_00559_00_metrosexual_M.jpg, T_15828_60_mods_M.jpg",,
38363,"T_00514_10_sportivecasual_M.jpg, T_16295_10_sportivecasual_M.jpg, W_01550_60_mods_M.jpg, W_27750_60_mods_M.jpg","T_15662_80_bold_M.jpg, W_15749_00_metrosexual_M.jpg, W_16985_70_hippie_M.jpg",W_27750_60_mods_M.jpg,T_15662_80_bold_M.jpg
66640,"T_04683_80_bold_M.jpg, T_05950_60_mods_M.jpg","T_00517_60_mods_M.jpg, T_01898_19_normcore_M.jpg, W_09281_70_hippie_M.jpg",T_01123_90_hiphop_M.jpg,
66741,"T_00525_19_normcore_M.jpg, T_07785_60_mods_M.jpg, T_15818_10_sportivecasual_M.jpg","W_15217_00_metrosexual_M.jpg, W_23964_60_mods_M.jpg",,"W_15217_00_metrosexual_M.jpg, W_23964_60_mods_M.jpg"
66688,"T_00528_10_sportivecasual_M.jpg, W_17703_80_bold_M.jpg",,,
66435,"T_00530_19_normcore_M.jpg, T_03784_90_hiphop_M.jpg, T_04200_10_sportivecasual_M.jpg",W_17650_60_mods_M.jpg,,
25630,"T_00545_50_ivy_M.jpg, T_17332_19_normcore_M.jpg, T_17333_19_normcore_M.jpg, T_21992_70_hippie_M.jpg","T_00539_50_ivy_M.jpg, T_01474_50_ivy_M.jpg, T_01480_50_ivy_M.jpg, T_06476_00_metrosexual_M.jpg, T_15312_60_mods_M.jpg, T_19515_70_hippie_M.jpg, T_21990_70_hippie_M.jpg, T_21991_70_hippie_M.jpg, W_16367_90_hiphop_M.jpg, W_16563_90_hiphop_M.jpg","T_21992_70_hippie_M.jpg, W_15244_80_bold_M.jpg",
35656,"T_00539_50_ivy_M.jpg, T_07851_10_sportivecasual_M.jpg","T_04695_90_hiphop_M.jpg, T_06525_10_sportivecasual_M.jpg, T_16130_10_sportivecasual_M.jpg, W_01799_00_metrosexual_M.jpg, W_15389_60_mods_M.jpg",,
63114,"T_00539_50_ivy_M.jpg, T_01208_50_ivy_M.jpg, T_16422_10_sportivecasual_M.jpg","T_00545_50_ivy_M.jpg, T_16428_10_sportivecasual_M.jpg, W_04319_90_hiphop_M.jpg",,
30544,"T_00540_19_normcore_M.jpg, T_02578_19_normcore_M.jpg, T_02728_80_bold_M.jpg, T_03825_60_mods_M.jpg, T_15005_80_bold_M.jpg","T_03073_60_mods_M.jpg, T_16375_10_sportivecasual_M.jpg, W_01490_60_mods_M.jpg",,
64853,"T_00543_10_sportivecasual_M.jpg, T_15795_10_sportivecasual_M.jpg","T_16702_80_bold_M.jpg, W_15658_00_metrosexual_M.jpg, W_23983_60_mods_M.jpg, W_24454_90_hiphop_M.jpg, W_24506_00_metrosexual_M.jpg",,"W_15658_00_metrosexual_M.jpg, W_29942_50_ivy_M.jpg"
66520,"T_00545_50_ivy_M.jpg, T_00592_50_ivy_M.jpg, T_02765_90_hiphop_M.jpg, T_07862_10_sportivecasual_M.jpg","T_07613_00_metrosexual_M.jpg, W_11027_70_hippie_M.jpg, W_16658_00_metrosexual_M.jpg, W_16661_00_metrosexual_M.jpg, W_16663_00_metrosexual_M.jpg",,
67490,"T_00545_50_ivy_M.jpg, T_00592_50_ivy_M.jpg, T_01566_50_ivy_M.jpg, T_03925_90_hiphop_M.jpg",T_16066_00_metrosexual_M.jpg,"T_01566_50_ivy_M.jpg, T_16068_00_metrosexual_M.jpg",
66710,W_09132_60_mods_M.jpg,"T_00551_10_sportivecasual_M.jpg, T_06046_10_sportivecasual_M.jpg, T_15811_10_sportivecasual_M.jpg, W_11103_00_metrosexual_M.jpg, W_12656_00_metrosexual_M.jpg, W_25520_60_mods_M.jpg",,"T_16264_10_sportivecasual_M.jpg, W_12656_00_metrosexual_M.jpg"
66653,"T_00555_10_sportivecasual_M.jpg, T_01205_60_mods_M.jpg, T_06102_00_metrosexual_M.jpg",W_27700_70_hippie_M.jpg,,W_27700_70_hippie_M.jpg
23910,"T_00559_00_metrosexual_M.jpg, W_24486_70_hippie_M.jpg, W_24492_70_hippie_M.jpg, W_24493_70_hippie_M.jpg",W_24491_70_hippie_M.jpg,"W_24486_70_hippie_M.jpg, W_24493_70_hippie_M.jpg",
66065,T_00564_19_normcore_M.jpg,T_10880_00_metrosexual_M.jpg,,
67212,"T_00570_19_normcore_M.jpg, W_02919_60_mods_M.jpg, W_09136_60_mods_M.jpg","T_01568_50_ivy_M.jpg, T_04769_10_sportivecasual_M.jpg, W_17202_60_mods_M.jpg",W_02677_60_mods_M.jpg,W_17202_60_mods_M.jpg
5199,"T_02095_80_bold_M.jpg, T_03270_19_normcore_M.jpg, T_04801_80_bold_M.jpg, W_02834_60_mods_M.jpg","T_00580_90_hiphop_M.jpg, T_02726_19_normcore_M.jpg, T_02739_19_normcore_M.jpg",T_06822_10_sportivecasual_M.jpg,
66609,"T_02588_19_normcore_M.jpg, T_07532_10_sportivecasual_M.jpg, W_01550_60_mods_M.jpg, W_06532_60_mods_M.jpg","T_00580_90_hiphop_M.jpg, T_03073_60_mods_M.jpg, T_03582_90_hiphop_M.jpg, W_24628_70_hippie_M.jpg",,"W_16732_70_hippie_M.jpg, W_24628_70_hippie_M.jpg"
67321,"T_03060_19_normcore_M.jpg, T_09127_10_sportivecasual_M.jpg, W_00093_70_hippie_M.jpg","T_00580_90_hiphop_M.jpg, T_04002_90_hiphop_M.jpg, T_04614_90_hiphop_M.jpg, T_05933_80_bold_M.jpg, T_16276_80_bold_M.jpg, W_17703_80_bold_M.jpg, W_17796_00_metrosexual_M.jpg",,"T_04002_90_hiphop_M.jpg, W_17796_00_metrosexual_M.jpg"
66553,"T_06576_10_sportivecasual_M.jpg, W_25518_60_mods_M.jpg","T_00588_10_sportivecasual_M.jpg, T_03772_90_hiphop_M.jpg, T_03784_90_hiphop_M.jpg, T_03807_90_hiphop_M.jpg, W_10092_60_mods_M.jpg",,W_16104_60_mods_M.jpg
20520,T_15507_60_mods_M.jpg,"T_00592_50_ivy_M.jpg, W_15279_80_bold_M.jpg, W_16404_90_hiphop_M.jpg",T_17337_19_normcore_M.jpg,
59296,"T_02526_80_bold_M.jpg, T_03934_90_hiphop_M.jpg, T_07755_60_mods_M.jpg, W_17532_70_hippie_M.jpg","T_00592_50_ivy_M.jpg, W_02673_60_mods_M.jpg, W_11045_70_hippie_M.jpg, W_27729_70_hippie_M.jpg",W_17532_70_hippie_M.jpg,
66657,T_00592_50_ivy_M.jpg,W_15780_70_hippie_M.jpg,,
66239,"T_00598_19_normcore_M.jpg, T_04137_10_sportivecasual_M.jpg, T_04928_60_mods_M.jpg, W_00017_60_mods_M.jpg, W_15308_60_mods_M.jpg",,,
7604,"T_01792_10_sportivecasual_W.jpg, W_21162_60_minimal_W.jpg",T_00609_19_lounge_W.jpg,,
66793,"T_00613_19_normcore_W.jpg, T_07366_19_lounge_W.jpg",W_00237_60_popart_W.jpg,,
11908,"T_00624_10_sportivecasual_W.jpg, T_05597_19_normcore_W.jpg, T_09262_60_minimal_W.jpg, W_18900_50_classic_W.jpg",W_22510_80_powersuit_W.jpg,,W_22510_80_powersuit_W.jpg
64003,"T_00624_10_sportivecasual_W.jpg, T_04398_19_normcore_W.jpg, T_07386_19_normcore_W.jpg",,,
66494,"T_05034_19_normcore_W.jpg, T_07415_90_hiphop_W.jpg","T_00624_10_sportivecasual_W.jpg, T_05407_50_classic_W.jpg",,
55666,"T_00626_50_classic_W.jpg, T_10019_19_normcore_W.jpg, T_12327_80_powersuit_W.jpg, T_14211_00_cityglam_W.jpg","W_05211_60_popart_W.jpg, W_19838_60_popart_W.jpg",,
67150,T_00626_50_classic_W.jpg,T_10851_10_sportivecasual_W.jpg,,
67348,,"T_00626_50_classic_W.jpg, T_00629_50_classic_W.jpg, T_13455_19_genderless_W.jpg",,
67466,"T_00626_50_classic_W.jpg, T_04062_10_sportivecasual_W.jpg",,T_04062_10_sportivecasual_W.jpg,
60550,T_01056_50_classic_W.jpg,"T_00629_50_classic_W.jpg, T_12092_00_ecology_W.jpg, T_12099_00_cityglam_W.jpg",,
65239,T_00629_50_classic_W.jpg,"T_07935_10_sportivecasual_W.jpg, T_12602_00_oriental_W.jpg, W_18458_50_classic_W.jpg",,
67464,"T_00629_50_classic_W.jpg, T_04287_10_sportivecasual_W.jpg","T_09281_60_minimal_W.jpg, T_09961_19_genderless_W.jpg",,T_09981_19_genderless_W.jpg
35860,"T_00638_50_classic_W.jpg, T_01958_60_minimal_W.jpg, T_13399_90_kitsch_W.jpg",T_11019_00_oriental_W.jpg,,
62696,"T_05211_19_normcore_W.jpg, T_07139_10_sportivecasual_W.jpg",T_00638_50_classic_W.jpg,,
66760,"T_14420_19_normcore_W.jpg, W_10492_60_minimal_W.jpg","T_00638_50_classic_W.jpg, T_10282_19_normcore_W.jpg, T_14570_19_normcore_W.jpg",,
66820,"T_00638_50_classic_W.jpg, T_02306_10_sportivecasual_W.jpg","T_10984_00_oriental_W.jpg, W_00334_70_hippie_W.jpg",,
67208,T_00681_10_athleisure_W.jpg,W_00609_50_feminine_W.jpg,,
67461,,"T_00681_10_athleisure_W.jpg, T_11014_00_oriental_W.jpg",,
67560,,"T_00681_10_athleisure_W.jpg, T_04287_10_sportivecasual_W.jpg, T_10183_19_lounge_W.jpg",,
58263,"T_00682_50_classic_W.jpg, T_08115_10_sportivecasual_W.jpg",T_14147_19_normcore_W.jpg,,
62454,T_00682_50_classic_W.jpg,"T_00843_90_hiphop_W.jpg, T_12774_00_ecology_W.jpg",,
66399,T_04248_19_normcore_W.jpg,T_00682_50_classic_W.jpg,,T_07950_10_sportivecasual_W.jpg
67630,T_13480_19_genderless_W.jpg,T_00682_50_classic_W.jpg,,
59499,T_20862_70_disco_W.jpg,T_00704_60_minimal_W.jpg,,
67456,T_11075_00_cityglam_W.jpg,"T_00704_60_minimal_W.jpg, T_08167_10_sportivecasual_W.jpg, T_08173_10_sportivecasual_W.jpg",,T_11096_00_ecology_W.jpg
66694,"T_00709_19_normcore_W.jpg, T_09343_10_sportivecasual_W.jpg, T_12210_00_oriental_W.jpg, T_14874_19_normcore_W.jpg, W_18857_50_classic_W.jpg","T_00974_19_normcore_W.jpg, W_00153_60_minimal_W.jpg, W_03224_50_feminine_W.jpg",,W_03224_50_feminine_W.jpg
2125,"T_00716_60_minimal_W.jpg, T_01759_00_oriental_W.jpg, T_06231_19_genderless_W.jpg, T_08104_90_kitsch_W.jpg, T_14704_19_lounge_W.jpg","T_00811_60_minimal_W.jpg, W_18066_50_classic_W.jpg",,
23372,W_09460_50_feminine_W.jpg,"T_00716_60_minimal_W.jpg, T_08595_10_sportivecasual_W.jpg, T_09905_10_athleisure_W.jpg, W_18205_50_feminine_W.jpg",,W_18205_50_feminine_W.jpg
66779,"T_00716_60_minimal_W.jpg, T_09957_19_normcore_W.jpg, T_11052_90_lingerie_W.jpg, W_00580_60_minimal_W.jpg, W_51690_80_powersuit_W.jpg",,"T_02333_50_classic_W.jpg, W_10184_50_feminine_W.jpg",
4902,"T_01743_19_normcore_W.jpg, T_04395_50_classic_W.jpg","T_00728_90_kitsch_W.jpg, T_02817_19_normcore_W.jpg, T_14700_00_cityglam_W.jpg",,
65308,,"T_00728_90_kitsch_W.jpg, T_14736_19_lounge_W.jpg",,T_11504_00_cityglam_W.jpg
49813,W_03243_50_classic_W.jpg,"T_00729_60_minimal_W.jpg, T_11415_00_oriental_W.jpg, T_14866_19_normcore_W.jpg",T_11176_00_oriental_W.jpg,
65767,"T_00729_60_minimal_W.jpg, T_00805_60_minimal_W.jpg, T_14195_10_sportivecasual_W.jpg","W_07613_50_feminine_W.jpg, W_12019_50_feminine_W.jpg, W_33459_60_space_W.jpg",T_14195_10_sportivecasual_W.jpg,
66501,W_13303_60_minimal_W.jpg,"T_00729_60_minimal_W.jpg, T_01933_10_sportivecasual_W.jpg, W_28697_10_sportivecasual_W.jpg",,
66918,"T_00822_50_classic_W.jpg, T_06534_10_sportivecasual_W.jpg","T_00754_60_minimal_W.jpg, T_00804_50_classic_W.jpg, T_00804_50_classic_W.jpg",T_00822_50_classic_W.jpg,"T_00804_50_classic_W.jpg, T_00804_50_classic_W.jpg"
67977,T_00754_60_minimal_W.jpg,W_02391_50_feminine_W.jpg,,W_02392_50_feminine_W.jpg
25609,"T_00760_60_minimal_W.jpg, T_08874_19_normcore_W.jpg","T_05647_10_sportivecasual_W.jpg, T_11353_00_ecology_W.jpg",,
58284,"T_00760_60_minimal_W.jpg, T_05163_10_athleisure_W.jpg, T_09295_19_lounge_W.jpg, T_09626_19_genderless_W.jpg, T_13710_90_kitsch_W.jpg, W_14180_50_feminine_W.jpg",T_01380_00_oriental_W.jpg,,
66859,"W_11303_50_feminine_W.jpg, W_13081_50_classic_W.jpg",T_00760_60_minimal_W.jpg,T_12119_19_lounge_W.jpg,
28695,T_00770_60_minimal_W.jpg,,W_09415_50_classic_W.jpg,
66731,"T_00770_60_minimal_W.jpg, T_06185_10_sportivecasual_W.jpg, T_08259_19_normcore_W.jpg, T_10028_10_sportivecasual_W.jpg, T_10713_19_normcore_W.jpg, T_14085_19_genderless_W.jpg, T_14441_19_normcore_W.jpg, W_01088_70_military_W.jpg, W_04137_60_minimal_W.jpg, W_04781_50_feminine_W.jpg, W_07384_50_feminine_W.jpg, W_67492_19_lounge_W.jpg","T_07471_80_bodyconscious_W.jpg, T_11421_00_cityglam_W.jpg, T_11540_90_lingerie_W.jpg, T_11672_00_ecology_W.jpg, T_13709_90_hiphop_W.jpg, T_14071_19_lounge_W.jpg, W_00629_50_feminine_W.jpg, W_02393_50_feminine_W.jpg, W_03270_50_feminine_W.jpg, W_04852_50_feminine_W.jpg, W_08670_50_classic_W.jpg, W_10279_60_minimal_W.jpg, W_14581_50_feminine_W.jpg, W_29733_10_sportivecasual_W.jpg, W_33100_70_punk_W.jpg, W_33901_90_kitsch_W.jpg, W_35100_10_sportivecasual_W.jpg, W_36393_70_hippie_W.jpg, W_36543_10_sportivecasual_W.jpg, W_37014_60_minimal_W.jpg, W_37778_80_powersuit_W.jpg, W_39065_60_minimal_W.jpg, W_39812_90_kitsch_W.jpg, W_40003_10_sportivecasual_W.jpg, W_40668_70_punk_W.jpg, W_42674_60_minimal_W.jpg, W_47122_80_powersuit_W.jpg, W_48436_70_punk_W.jpg, W_53194_00_ecology_W.jpg, W_54042_00_cityglam_W.jpg, W_55996_90_lingerie_W.jpg, W_61293_00_cityglam_W.jpg, W_61340_80_bodyconscious_W.jpg, W_62634_80_powersuit_W.jpg, W_64332_80_powersuit_W.jpg, W_67040_00_oriental_W.jpg",,"W_22783_70_hippie_W.jpg, W_29733_10_sportivecasual_W.jpg, W_33901_90_kitsch_W.jpg, W_37014_60_minimal_W.jpg, W_39812_90_kitsch_W.jpg, W_47122_80_powersuit_W.jpg, W_64332_80_powersuit_W.jpg"
66890,"T_00770_60_minimal_W.jpg, T_05172_50_classic_W.jpg, T_11093_19_normcore_W.jpg, T_11845_90_grunge_W.jpg, T_12746_90_lingerie_W.jpg, W_40322_60_space_W.jpg","T_10103_10_sportivecasual_W.jpg, T_12027_00_oriental_W.jpg, W_07648_70_hippie_W.jpg","T_05172_50_classic_W.jpg, T_12746_90_lingerie_W.jpg","T_10446_19_lounge_W.jpg, T_13696_90_hiphop_W.jpg"
67010,W_02247_50_classic_W.jpg,"T_00770_60_minimal_W.jpg, T_10207_90_grunge_W.jpg, T_12214_80_powersuit_W.jpg, T_12983_90_lingerie_W.jpg, T_13081_90_kitsch_W.jpg",,
23371,"T_00776_50_classic_W.jpg, T_00804_50_classic_W.jpg, T_01378_00_ecology_W.jpg",T_00822_50_classic_W.jpg,"T_00776_50_classic_W.jpg, T_00804_50_classic_W.jpg",T_00822_50_classic_W.jpg
66485,"T_00776_50_classic_W.jpg, T_05469_50_classic_W.jpg, T_15738_19_normcore_W.jpg","T_01911_19_lounge_W.jpg, T_10075_10_sportivecasual_W.jpg",T_00776_50_classic_W.jpg,
66946,T_00776_50_classic_W.jpg,,T_00776_50_classic_W.jpg,
67259,"T_00776_50_classic_W.jpg, T_01664_19_lounge_W.jpg","T_01731_50_classic_W.jpg, T_02274_19_normcore_W.jpg",T_00776_50_classic_W.jpg,"T_01658_19_normcore_W.jpg, T_02012_90_hiphop_W.jpg"
50120,W_00253_50_feminine_W.jpg,"T_00784_90_kitsch_W.jpg, T_05271_00_cityglam_W.jpg, W_02498_50_feminine_W.jpg, W_11793_50_classic_W.jpg",,W_02498_50_feminine_W.jpg
66802,"T_00784_90_kitsch_W.jpg, T_09664_10_sportivecasual_W.jpg, W_14108_60_minimal_W.jpg, W_14393_70_hippie_W.jpg",,,
29981,"T_00794_60_minimal_W.jpg, T_05320_19_lounge_W.jpg, T_05808_19_genderless_W.jpg",W_18385_60_minimal_W.jpg,,
30028,"T_00794_60_minimal_W.jpg, W_09639_50_classic_W.jpg",,,
59252,T_00794_60_minimal_W.jpg,W_03152_50_feminine_W.jpg,T_00803_50_classic_W.jpg,
62011,"T_11912_80_bodyconscious_W.jpg, W_34093_60_minimal_W.jpg",T_00794_60_minimal_W.jpg,W_34093_60_minimal_W.jpg,
66784,"T_00794_60_minimal_W.jpg, T_11033_19_normcore_W.jpg","T_11635_00_cityglam_W.jpg, T_13010_00_oriental_W.jpg, W_20944_80_powersuit_W.jpg",T_14225_00_cityglam_W.jpg,"T_13010_00_oriental_W.jpg, T_14814_19_normcore_W.jpg"
52209,"T_00799_50_classic_W.jpg, T_08869_10_sportivecasual_W.jpg","T_11170_80_powersuit_W.jpg, T_12577_19_genderless_W.jpg, T_12583_19_lounge_W.jpg",T_12593_19_normcore_W.jpg,
61181,"T_00799_50_classic_W.jpg, W_36275_60_minimal_W.jpg",W_22790_70_disco_W.jpg,,
62798,"T_00799_50_classic_W.jpg, T_07452_50_classic_W.jpg",W_18707_60_space_W.jpg,T_08983_10_sportivecasual_W.jpg,
66953,"T_00804_50_classic_W.jpg, T_00813_19_normcore_W.jpg, T_00822_50_classic_W.jpg, T_01729_19_normcore_W.jpg, T_13323_10_sportivecasual_W.jpg",T_12740_00_cityglam_W.jpg,"T_00804_50_classic_W.jpg, T_00822_50_classic_W.jpg, T_13323_10_sportivecasual_W.jpg",
23135,T_02234_90_hiphop_W.jpg,"T_00805_60_minimal_W.jpg, T_11024_00_cityglam_W.jpg, T_15016_80_bodyconscious_W.jpg",,"T_07391_19_normcore_W.jpg, T_11024_00_cityglam_W.jpg"
58772,"T_00811_60_minimal_W.jpg, T_09410_10_sportivecasual_W.jpg, W_40045_60_minimal_W.jpg",,T_01428_19_normcore_W.jpg,
66850,,"T_00811_60_minimal_W.jpg, T_09425_19_normcore_W.jpg, T_12869_90_kitsch_W.jpg, W_64047_10_sportivecasual_W.jpg",,W_64047_10_sportivecasual_W.jpg
58246,,"T_00812_19_normcore_W.jpg, T_06915_90_kitsch_W.jpg, T_07077_60_space_W.jpg, T_07471_80_bodyconscious_W.jpg",,
49321,T_01170_50_classic_W.jpg,"T_00815_60_minimal_W.jpg, T_05386_60_minimal_W.jpg, T_11170_80_powersuit_W.jpg",,
67606,"T_00815_60_minimal_W.jpg, T_00829_60_minimal_W.jpg",T_12440_19_normcore_W.jpg,,
66701,"T_00822_50_classic_W.jpg, T_07450_90_hiphop_W.jpg, T_11632_00_cityglam_W.jpg, T_12322_00_cityglam_W.jpg, T_15018_10_sportivecasual_W.jpg, T_16515_10_sportivecasual_W.jpg, W_03060_50_feminine_W.jpg","T_12106_19_normcore_W.jpg, T_12443_80_powersuit_W.jpg, W_18661_60_minimal_W.jpg, W_30932_70_disco_W.jpg, W_39065_60_minimal_W.jpg",T_00822_50_classic_W.jpg,
58334,"T_00829_60_minimal_W.jpg, T_01951_50_classic_W.jpg, T_11793_90_kitsch_W.jpg, T_13667_90_hiphop_W.jpg","T_10075_10_sportivecasual_W.jpg, W_34623_10_sportivecasual_W.jpg",,W_34623_10_sportivecasual_W.jpg
15074,T_00831_19_genderless_W.jpg,"T_08578_50_feminine_W.jpg, T_11796_10_sportivecasual_W.jpg",T_00848_19_lounge_W.jpg,
65509,"T_00833_19_normcore_W.jpg, T_07090_90_hiphop_W.jpg",,T_07090_90_hiphop_W.jpg,
66380,"T_00842_19_normcore_W.jpg, W_05181_50_feminine_W.jpg",,"W_05181_50_feminine_W.jpg, W_10598_60_minimal_W.jpg",
34909,"T_00893_90_hiphop_W.jpg, W_13511_50_feminine_W.jpg",T_00843_90_hiphop_W.jpg,,
62283,"T_14035_10_sportivecasual_W.jpg, T_15692_19_lounge_W.jpg",T_00847_19_normcore_W.jpg,,
67451,T_00851_10_sportivecasual_W.jpg,T_04396_10_sportivecasual_W.jpg,,
67557,,"T_00851_10_sportivecasual_W.jpg, T_10122_19_normcore_W.jpg, T_10212_19_normcore_W.jpg",W_01020_50_feminine_W.jpg,
67870,T_00851_10_sportivecasual_W.jpg,,,
27134,T_00856_10_sportivecasual_W.jpg,"T_01410_10_sportivecasual_W.jpg, T_01413_10_sportivecasual_W.jpg, W_01367_50_classic_W.jpg, W_01374_50_feminine_W.jpg",,
61198,"T_00856_10_sportivecasual_W.jpg, T_04408_19_normcore_W.jpg","T_11824_90_kitsch_W.jpg, T_12698_00_oriental_W.jpg, W_03243_50_classic_W.jpg, W_18420_50_classic_W.jpg",,
65994,"T_00856_10_sportivecasual_W.jpg, T_04395_50_classic_W.jpg, T_08270_50_classic_W.jpg, T_12467_19_genderless_W.jpg, T_13518_10_sportivecasual_W.jpg","T_09901_19_lounge_W.jpg, W_47122_80_powersuit_W.jpg",,W_47122_80_powersuit_W.jpg
17492,,"T_00860_19_lounge_W.jpg, T_00886_10_sportivecasual_W.jpg, T_00905_60_minimal_W.jpg, T_05469_50_classic_W.jpg, T_05876_90_hiphop_W.jpg, T_08845_60_minimal_W.jpg",,W_14512_60_minimal_W.jpg
23097,"T_00865_19_lounge_W.jpg, T_05879_90_hiphop_W.jpg, W_02095_60_popart_W.jpg","T_02844_19_normcore_W.jpg, W_02047_50_feminine_W.jpg, W_13710_60_minimal_W.jpg",W_02095_60_popart_W.jpg,
18811,,"T_00882_60_minimal_W.jpg, T_12628_19_lounge_W.jpg, W_04912_50_feminine_W.jpg, W_43941_70_hippie_W.jpg",,T_00882_60_minimal_W.jpg
67275,"T_00882_60_minimal_W.jpg, T_02878_10_sportivecasual_W.jpg",,T_00882_60_minimal_W.jpg,
33099,"T_00886_10_sportivecasual_W.jpg, T_00924_60_minimal_W.jpg, W_07834_70_disco_W.jpg, W_18759_50_feminine_W.jpg","T_09737_19_normcore_W.jpg, W_29415_60_minimal_W.jpg",,
60901,T_00886_10_sportivecasual_W.jpg,,T_05064_19_normcore_W.jpg,
21485,"T_00891_19_normcore_W.jpg, T_14218_10_sportivecasual_W.jpg",,,
65433,W_18900_50_classic_W.jpg,T_00901_19_normcore_W.jpg,,W_33876_60_popart_W.jpg
64438,,T_00905_60_minimal_W.jpg,,
62932,T_00924_60_minimal_W.jpg,W_02498_50_feminine_W.jpg,,"W_00299_50_feminine_W.jpg, W_02498_50_feminine_W.jpg"
25472,"T_00931_10_sportivecasual_W.jpg, T_05400_60_minimal_W.jpg, T_06909_50_classic_W.jpg, T_07350_50_classic_W.jpg",T_09240_10_sportivecasual_W.jpg,T_11504_00_cityglam_W.jpg,
62598,T_00931_10_sportivecasual_W.jpg,"T_10167_19_genderless_W.jpg, W_00588_50_feminine_W.jpg, W_01367_50_classic_W.jpg, W_39812_90_kitsch_W.jpg",,"T_00889_10_sportivecasual_W.jpg, W_39812_90_kitsch_W.jpg"
11842,T_00935_19_normcore_W.jpg,,,
57990,,"T_00940_60_minimal_W.jpg, W_18115_90_kitsch_W.jpg, W_18977_50_feminine_W.jpg, W_19859_70_punk_W.jpg",,
67452,T_00940_60_minimal_W.jpg,,,
67459,,"T_00947_60_minimal_W.jpg, T_01000_60_minimal_W.jpg, T_06259_10_sportivecasual_W.jpg, W_05948_50_classic_W.jpg",,
68024,"T_00947_60_minimal_W.jpg, T_01000_60_minimal_W.jpg, W_02621_50_feminine_W.jpg",W_20595_90_kitsch_W.jpg,,
67481,,T_00951_19_normcore_W.jpg,,T_12393_00_ecology_W.jpg
